ArticleID,Article Name,HIT_ID,WorkerID,Sentence Order #,Sentence,Is_Relevant (Yes/No),Sentence_1.input,Sentence_2.input,Sentence_3.input,Sentence_4.input,Sentence_5.input,Sentence_6.input,Sentence_7.input,Sentence_8.input,Sentence_9.input,Sentence_10.input,Sentence_11.input,Sentence_12.input,Sentence_13.input,Sentence_14.input,Sentence_15.input,Sentence_16.input,Sentence_17.input,Sentence_18.input,Sentence_19.input,Sentence_20.input,Sentence_21.input,Sentence_22.input,Sentence_23.input,Sentence_24.input,Sentence_25.input,Sentence_1.output,Sentence_2.output,Sentence_3.output,Sentence_4.output,Sentence_5.output,Sentence_6.output,Sentence_7.output,Sentence_8.output,Sentence_9.output,Sentence_10.output,Sentence_11.output,Sentence_12.output,Sentence_13.output,Sentence_14.output,Sentence_15.output,Sentence_16.output,Sentence_17.output,Sentence_18.output,Sentence_19.output,Sentence_20.output,Sentence_21.output,Sentence_22.output,Sentence_23.output,Sentence_24.output,Sentence_25.output
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT458,Worker458,81,"This might be interpreted as wanting to wait until the hearings determine, finally, whether the Prime Minister will be indicted.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT459,Worker459,82,Other arrangements might become plausible as the most obvious options narrow.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT460,Worker460,83,"Blue and White leaders might break away and join Netanyahu without Gantz, or various Likud leaders might join with Gantz without Netanyahu.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT461,Worker461,84,"Rationalizations, from both sides, would not be wanting.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT462,Worker462,85,A unity government is installed.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT463,Worker463,86,"Netanyahu’s proceedings are in the way, however.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT464,Worker464,87,And it is hard to see how any unity government—any leaders other than Netanyahu sycophants in the Likud and right-extremists—will agree to hand Netanyahu new laws that tamper with basic constitutional law.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT465,Worker465,88,"The only way that he could be moved aside is if Rivlin, who has long been alienated from him, consults with all parties, concedes a virtual tie, and turns to a third member of the Knesset—say, a veteran Likud rival such as Sa’ar—and asks that member to assemble a coalition.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT466,Worker466,89,"The move would be unprecedented, and it would have to be coördinated with Gantz, but he has already made it clear that he would go for a coalition with the Likud sans Netanyahu—if only to keep the Kahanists out.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT467,Worker467,90,"There is much to learn from this campaign, none of it reassuring.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT468,Worker468,91,"Like Trump’s supporters, Netanyahu’s often seem to so deeply identify with his everyman posturing, his regional bullying, and his nationalist resentments that democratic institutions can be made to appear as just another élitist preoccupation.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT469,Worker469,92,"The Passover Haggadah, which will be read in a couple of weeks’ time, says that the “simple son” is answered with shows of strength.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT470,Worker470,93,Netanyahu has grasped the lesson.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT471,Worker471,0,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election Bernard Avishai If the final polls on the Israeli election are to be believed—by law, there will be no more revealed before the voting begins, on Tuesday morning—things are looking better for Prime Minister Benjamin Netanyahu’s Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT472,Worker472,1,"The two continue to run neck and neck in the race for a plurality in the Knesset—with about thirty seats each, out of a total of a hundred and twenty.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT473,Worker473,2,"But both are running with a bloc of smaller parties, and Netanyahu’s bloc seems more likely than Gantz’s to win a sixty-one-seat Knesset majority.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT474,Worker474,3,The President typically bestows a mandate to form a government on the leader of the party that wins a plurality—except in cases where a bloc of parties led by someone else wins a clear majority.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT475,Worker475,4,"That is how Netanyahu won in 2009, and it’s why the polls still favor him.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT476,Worker476,5,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT477,Worker477,6,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT478,Worker478,7,But only thirty-six per cent wanted him to be.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT479,Worker479,8,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT480,Worker480,9,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT481,Worker481,10,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT482,Worker482,11,"Fully seven parties—two in Gantz’s potential bloc, five in Netanyahu’s—have been polling close to extinction at various points in the campaign.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT483,Worker483,12,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT484,Worker484,13,So Gantz’s bloc could squeak out a win.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT485,Worker485,14,Or Netanyahu’s could win in a landslide.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT486,Worker486,15,"Or either leader could win a plurality for his party, but not a majority for his bloc.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT487,Worker487,16,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT488,Worker488,17,Consider the head-spinning possibilities: Gantz wins outright—and his problems begin.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT489,Worker489,18,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT490,Worker490,19,So will a significant number of young first-time voters.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT491,Worker491,20,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT492,Worker492,21,So even young Israelis tend to skew right.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT493,Worker493,22,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT494,Worker494,23,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on security—three of the four senior leaders of Blue and White are former generals—and that he will form a government only with Zionist (read: non-Arab) parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT495,Worker495,24,"He is also stressing the importance of the rule of law, warning of Netanyahu’s alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahane—of the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdoğan has done in Turkey—and promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT496,Worker496,25,"He is presenting himself as a return to an eclipsed, progressive Israeliness.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT497,Worker497,26,"Blue and White’s winning a majority bloc is another matter, however.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT498,Worker498,27,"For that, it will have to hold its own without luring (even more) voters away from Zionist allies in its block—the Labor Party and the left-wing Meretz Party—who will have to perform at least as well if not better than expected.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT499,Worker499,28,"More important, Gantz will need the Arab vote to be substantially higher than it has been, both to elect more Arab Knesset members—who would block Netanyahu’s rightists—and to raise the electoral threshold, thus sinking marginal rightist parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT500,Worker500,29,"But the polls anticipate a decline in the Arab vote, putting one Arab party at risk of dropping below the Knesset threshold.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT501,Worker501,30,So Gantz would be trapped.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT502,Worker502,31,He’d need support from secular-left and Arab parties to get the Presidential mandate.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT503,Worker503,32,He’d then have forty-five days to form a government.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT504,Worker504,33,"But, to form a government only with Zionists, he’d need not only Labor and Meretz but also some combination of rightist parties, including some of the ultra-Orthodox and rightist zealots whom he’s been running against.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT505,Worker505,34,"According to Haaretz, Gantz has hinted which of those parties he’d court.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT506,Worker506,35,"He’s reportedly planning to approach United Torah Judaism, a veteran Haredi party that is traditionally hostile to secular Zionism, but never mind; the Haredim have schools and rabbinic sinecures to protect, and would therefore, at least notionally, be willing to join any government.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT507,Worker507,36,Gantz is also courting two small parties that grew out of the Likud.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT508,Worker508,37,"First, there is the populist Kulanu (“All Together”), which appeals primarily to Mizrahi Jews, of Middle Eastern descent, who do not see returning to an older Israel, run by descendants of European pioneers, as a plus; Kulanu’s leader, Moshe Kahlon, is currently the finance minister.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT509,Worker509,38,"Then there is Zehut (“Identity”), which espouses a strange mix of libertarian rhetoric—chiefly, in support of the legalization of weed—and a mystical religious attachment to the settlement movement and to the goal of building a Third Temple on the Temple Mount.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT510,Worker510,39,"Any of these parties might be willing to join a coalition in exchange for being awarded key ministries, which would likely upset promises made to the leftist parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT511,Worker511,40,Gantz seems to be counting on eating his Zionist cake while depending on those who would not have it.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT512,Worker512,41,"(One Arab party, Hadash-Taal, has already announced that it will support him.)",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT513,Worker513,42,"If the rightist parties decide not to join him, he would have to form a minority government with Labor and Meretz, with the Arab members of Knesset provisionally voting with them from the back benches.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT514,Worker514,43,"(This was the arrangement that Yitzhak Rabin lived with during the Oslo process, before he was assassinated by a rightist zealot.)",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT515,Worker515,44,"Gantz’s senior ally at the head of Blue and White, Yair Lapid, has dismissed this prospect out of hand.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT516,Worker516,45,"But the party may have no other choice, except to find some kind accommodation with the Likud, about which more presently.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT517,Worker517,46,Netanyahu wins outright—and saves himself.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT518,Worker518,47,Netanyahu is facing indictments.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT519,Worker519,48,The fact that his bloc is still in the lead is a tribute to his campaign—and to his desperation.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT520,Worker520,49,He seems to have grasped that swing voters have been looking not for sophisticated policy initiatives or democratic scruples but toughness.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT521,Worker521,50,"Opponents with a comparatively stronger military background, particularly Blue and White’s generals, could have been a problem; so Netanyahu’s campaign has used social media, aided by timely leaks, to warp Gantz’s record, depicting him as indecisive, weak, possibly compromised by a hacked phone—and, in any case, beholden to Arab voters.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT522,Worker522,51,"(An Israeli watchdog group has uncovered a network of hundreds of social-media accounts, many of them fake, used to smear Netanyahu’s opponents.)",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT523,Worker523,52,"Netanyahu has meanwhile flaunted his personal relationships with Donald Trump, who, in effect, made a campaign video for him, and with Vladimir Putin; brought the new, autocratic Brazilian President, Jair Bolsonaro, to Jerusalem; announced Trump’s recognition of Israel’s Golan Heights annexation; and called up reserves, ostensibly to attack on the Gaza front, while suggesting a behind-the-scenes deal with Hamas.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT524,Worker524,53,He’s projecting indispensability.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT525,Worker525,54,"Ideally, from his perspective, he would have a five- or six-seat cushion in the Knesset, so that none of the smaller parties could threaten to bring him down or extort too much from coalition negotiations.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
