ArticleID,Article Name,Sentence Order #,Sentence,HITID,WorkerID,Is_Relevant
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",23,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on security—three of the four senior leaders of Blue and White are former generals—and that he will form a government only with Zionist (read: non-Arab) parties.",HIT494,Worker494,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",24,"He is also stressing the importance of the rule of law, warning of Netanyahu’s alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahane—of the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdoğan has done in Turkey—and promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.",HIT495,Worker495,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",25,"He is presenting himself as a return to an eclipsed, progressive Israeliness.",HIT496,Worker496,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",26,"Blue and White’s winning a majority bloc is another matter, however.",HIT497,Worker497,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",27,"For that, it will have to hold its own without luring (even more) voters away from Zionist allies in its block—the Labor Party and the left-wing Meretz Party—who will have to perform at least as well if not better than expected.",HIT498,Worker498,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",28,"More important, Gantz will need the Arab vote to be substantially higher than it has been, both to elect more Arab Knesset members—who would block Netanyahu’s rightists—and to raise the electoral threshold, thus sinking marginal rightist parties.",HIT499,Worker499,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",29,"But the polls anticipate a decline in the Arab vote, putting one Arab party at risk of dropping below the Knesset threshold.",HIT500,Worker500,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",30,So Gantz would be trapped.,HIT501,Worker501,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",31,He’d need support from secular-left and Arab parties to get the Presidential mandate.,HIT502,Worker502,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",32,He’d then have forty-five days to form a government.,HIT503,Worker503,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",33,"But, to form a government only with Zionists, he’d need not only Labor and Meretz but also some combination of rightist parties, including some of the ultra-Orthodox and rightist zealots whom he’s been running against.",HIT504,Worker504,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",34,"According to Haaretz, Gantz has hinted which of those parties he’d court.",HIT505,Worker505,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",35,"He’s reportedly planning to approach United Torah Judaism, a veteran Haredi party that is traditionally hostile to secular Zionism, but never mind; the Haredim have schools and rabbinic sinecures to protect, and would therefore, at least notionally, be willing to join any government.",HIT506,Worker506,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",36,Gantz is also courting two small parties that grew out of the Likud.,HIT507,Worker507,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",37,"First, there is the populist Kulanu (“All Together”), which appeals primarily to Mizrahi Jews, of Middle Eastern descent, who do not see returning to an older Israel, run by descendants of European pioneers, as a plus; Kulanu’s leader, Moshe Kahlon, is currently the finance minister.",HIT508,Worker508,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",38,"Then there is Zehut (“Identity”), which espouses a strange mix of libertarian rhetoric—chiefly, in support of the legalization of weed—and a mystical religious attachment to the settlement movement and to the goal of building a Third Temple on the Temple Mount.",HIT509,Worker509,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",39,"Any of these parties might be willing to join a coalition in exchange for being awarded key ministries, which would likely upset promises made to the leftist parties.",HIT510,Worker510,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",40,Gantz seems to be counting on eating his Zionist cake while depending on those who would not have it.,HIT511,Worker511,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",41,"(One Arab party, Hadash-Taal, has already announced that it will support him.)",HIT512,Worker512,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",42,"If the rightist parties decide not to join him, he would have to form a minority government with Labor and Meretz, with the Arab members of Knesset provisionally voting with them from the back benches.",HIT513,Worker513,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",43,"(This was the arrangement that Yitzhak Rabin lived with during the Oslo process, before he was assassinated by a rightist zealot.)",HIT514,Worker514,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",44,"Gantz’s senior ally at the head of Blue and White, Yair Lapid, has dismissed this prospect out of hand.",HIT515,Worker515,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",45,"But the party may have no other choice, except to find some kind accommodation with the Likud, about which more presently.",HIT516,Worker516,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",46,Netanyahu wins outright—and saves himself.,HIT517,Worker517,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",47,Netanyahu is facing indictments.,HIT518,Worker518,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",48,The fact that his bloc is still in the lead is a tribute to his campaign—and to his desperation.,HIT519,Worker519,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",49,He seems to have grasped that swing voters have been looking not for sophisticated policy initiatives or democratic scruples but toughness.,HIT520,Worker520,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",50,"Opponents with a comparatively stronger military background, particularly Blue and White’s generals, could have been a problem; so Netanyahu’s campaign has used social media, aided by timely leaks, to warp Gantz’s record, depicting him as indecisive, weak, possibly compromised by a hacked phone—and, in any case, beholden to Arab voters.",HIT521,Worker521,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",51,"(An Israeli watchdog group has uncovered a network of hundreds of social-media accounts, many of them fake, used to smear Netanyahu’s opponents.)",HIT522,Worker522,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",52,"Netanyahu has meanwhile flaunted his personal relationships with Donald Trump, who, in effect, made a campaign video for him, and with Vladimir Putin; brought the new, autocratic Brazilian President, Jair Bolsonaro, to Jerusalem; announced Trump’s recognition of Israel’s Golan Heights annexation; and called up reserves, ostensibly to attack on the Gaza front, while suggesting a behind-the-scenes deal with Hamas.",HIT523,Worker523,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",53,He’s projecting indispensability.,HIT524,Worker524,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",54,"Ideally, from his perspective, he would have a five- or six-seat cushion in the Knesset, so that none of the smaller parties could threaten to bring him down or extort too much from coalition negotiations.",HIT525,Worker525,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",55,"Netanyahu would have another incentive, however, to coddle the most extremist of those parties, who, in turn, could play on his legal problems to gain access to power.",HIT526,Worker526,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",56,"His hearings are scheduled for July and, if he is not cleared, which seems likely, he will be forced to stand trial; according to precedent and Supreme Court rulings, ministers who are indicted must resign.",HIT527,Worker527,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",57,Netanyahu’s way around this is to form a coalition that will urgently pass two laws.,HIT528,Worker528,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",58,"The first, already pending in various versions, would give the Knesset the right to overturn, by a simple majority, any Supreme Court decision that strikes down an existing law as unconstitutional; the second would make it illegal to indict a sitting Prime Minister, as opposed to an ordinary minister.",HIT529,Worker529,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",59,"In effect, Netanyahu would be putting himself above the law.",HIT530,Worker530,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",60,"Only the various ultra-nationalist and Kahanist parties have signalled that they would go along with this plan; Netanyahu is their ticket into the government, and they already regard the Supreme Court as their nemesis.",HIT531,Worker531,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",61,"Pandering to their voters, Netanyahu promised on Saturday that his next government would apply Israeli law to virtually all West Bank settlements—in effect, annexing large swaths of Palestinian territory.",HIT532,Worker532,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",62,"Arguably, this is his most audacious move so far.",HIT533,Worker533,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",63,"The promise may unsettle some wavering voters, and, ironically, if it draws more rightist voters to the Likud, Netanyahu may gain his plurality at the cost of a smaller rightist party’s failure to pass the threshold, thus weakening or even endangering his bloc’s majority.",HIT534,Worker534,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",64,Netanyahu wins narrowly—and faces a Likud revolt.,HIT535,Worker535,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",65,"If Netanyahu’s bloc does win only a bare majority, his ability to form a government won’t be much better than Gantz’s.",HIT536,Worker536,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",66,"Smaller, extremist parties would have the leverage to demand being put in charge of key ministries.",HIT537,Worker537,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",67,"They could also preëmpt any consideration of the Trump peace plan, which is expected to make some gestures toward eventual Palestinian sovereignty, however reduced in scope.",HIT538,Worker538,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",68,"In either case, senior Likud leaders—for example, Gideon Sa’ar, the former education minister who has tangled with Netanyahu in the past—would not be pleased with the idea of ceding power to the smaller parties.",HIT539,Worker539,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",69,"Moshe Kahlon, whose support Netanyahu may need again, has, for his part, always protected the Supreme Court.",HIT540,Worker540,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",70,Either man might inherit the Likud’s leadership if Netanyahu were forced out.,HIT541,Worker541,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",71,"The former Prime Minister Ehud Olmert, an experienced veteran of similar negotiations, has privately indicated that he doubts senior Likud ministers would be ready to sacrifice their political futures, and give up so many senior positions in the cabinet, just to save the Prime Minister for the few months until his hearings may force him to face trial.",HIT542,Worker542,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",72,A unity government is negotiated.,HIT543,Worker543,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",73,This is a radical possibility that may appear less so as the post-election dust settles.,HIT544,Worker544,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",74,"If Netanyahu’s pending indictments were not a stumbling block, the conundrum facing both leading parties would militate for a government of national unity, which would keep out the ultra-rightists and the Kahanists, and could expand to include, say, Labor and Kulanu.",HIT545,Worker545,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",75,"Indeed, in ordinary years, such a government would seem irresistible.",HIT546,Worker546,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",76,"It might entail a rotation agreement—as Labor and Likud had in a unity government established in 1984—with one leader holding the Prime Minister’s job for the first two years of a four-year term, and the other for the last two.",HIT547,Worker547,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",77,"The President, Reuven Rivlin, concerned about the integrity of civil society and its judicial institutions, is reported to be entertaining this idea.",HIT548,Worker548,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",78,It’s hard to believe that a vast majority of voters for both parties wouldn’t see it as a relief.,HIT549,Worker549,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",79,Gantz’s animus for Netanyahu is real.,HIT550,Worker550,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",80,"But he was secretly recorded saying that “the door is closed but not locked,” regarding joining with the Likud in a unity government—if Netanyahu’s criminal proceedings don’t get in the way.",HIT551,Worker551,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",81,"This might be interpreted as wanting to wait until the hearings determine, finally, whether the Prime Minister will be indicted.",HIT552,Worker552,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",82,Other arrangements might become plausible as the most obvious options narrow.,HIT553,Worker553,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",83,"Blue and White leaders might break away and join Netanyahu without Gantz, or various Likud leaders might join with Gantz without Netanyahu.",HIT554,Worker554,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",84,"Rationalizations, from both sides, would not be wanting.",HIT555,Worker555,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",85,A unity government is installed.,HIT556,Worker556,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",86,"Netanyahu’s proceedings are in the way, however.",HIT557,Worker557,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",87,And it is hard to see how any unity government—any leaders other than Netanyahu sycophants in the Likud and right-extremists—will agree to hand Netanyahu new laws that tamper with basic constitutional law.,HIT558,Worker558,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",88,"The only way that he could be moved aside is if Rivlin, who has long been alienated from him, consults with all parties, concedes a virtual tie, and turns to a third member of the Knesset—say, a veteran Likud rival such as Sa’ar—and asks that member to assemble a coalition.",HIT559,Worker559,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",89,"The move would be unprecedented, and it would have to be coördinated with Gantz, but he has already made it clear that he would go for a coalition with the Likud sans Netanyahu—if only to keep the Kahanists out.",HIT560,Worker560,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",90,"There is much to learn from this campaign, none of it reassuring.",HIT561,Worker561,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",91,"Like Trump’s supporters, Netanyahu’s often seem to so deeply identify with his everyman posturing, his regional bullying, and his nationalist resentments that democratic institutions can be made to appear as just another élitist preoccupation.",HIT562,Worker562,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",92,"The Passover Haggadah, which will be read in a couple of weeks’ time, says that the “simple son” is answered with shows of strength.",HIT563,Worker563,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",93,Netanyahu has grasped the lesson.,HIT564,Worker564,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",0,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election Bernard Avishai If the final polls on the Israeli election are to be believed—by law, there will be no more revealed before the voting begins, on Tuesday morning—things are looking better for Prime Minister Benjamin Netanyahu’s Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.",HIT565,Worker565,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",1,"The two continue to run neck and neck in the race for a plurality in the Knesset—with about thirty seats each, out of a total of a hundred and twenty.",HIT566,Worker566,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",2,"But both are running with a bloc of smaller parties, and Netanyahu’s bloc seems more likely than Gantz’s to win a sixty-one-seat Knesset majority.",HIT567,Worker567,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",3,The President typically bestows a mandate to form a government on the leader of the party that wins a plurality—except in cases where a bloc of parties led by someone else wins a clear majority.,HIT568,Worker568,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",4,"That is how Netanyahu won in 2009, and it’s why the polls still favor him.",HIT569,Worker569,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",5,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.",HIT570,Worker570,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",6,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.",HIT571,Worker571,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",7,But only thirty-six per cent wanted him to be.,HIT572,Worker572,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",8,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.",HIT573,Worker573,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",9,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.",HIT574,Worker574,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",10,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,HIT575,Worker575,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",11,"Fully seven parties—two in Gantz’s potential bloc, five in Netanyahu’s—have been polling close to extinction at various points in the campaign.",HIT576,Worker576,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",12,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.",HIT577,Worker577,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",13,So Gantz’s bloc could squeak out a win.,HIT578,Worker578,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",14,Or Netanyahu’s could win in a landslide.,HIT579,Worker579,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",15,"Or either leader could win a plurality for his party, but not a majority for his bloc.",HIT580,Worker580,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",16,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.",HIT581,Worker581,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",17,Consider the head-spinning possibilities: Gantz wins outright—and his problems begin.,HIT582,Worker582,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",18,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.",HIT583,Worker583,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",19,So will a significant number of young first-time voters.,HIT584,Worker584,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",20,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.",HIT585,Worker585,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",21,So even young Israelis tend to skew right.,HIT586,Worker586,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",22,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.",HIT587,Worker587,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",23,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on security—three of the four senior leaders of Blue and White are former generals—and that he will form a government only with Zionist (read: non-Arab) parties.",HIT588,Worker588,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",24,"He is also stressing the importance of the rule of law, warning of Netanyahu’s alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahane—of the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdoğan has done in Turkey—and promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.",HIT589,Worker589,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",25,"He is presenting himself as a return to an eclipsed, progressive Israeliness.",HIT590,Worker590,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",26,"Blue and White’s winning a majority bloc is another matter, however.",HIT591,Worker591,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",27,"For that, it will have to hold its own without luring (even more) voters away from Zionist allies in its block—the Labor Party and the left-wing Meretz Party—who will have to perform at least as well if not better than expected.",HIT592,Worker592,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",28,"More important, Gantz will need the Arab vote to be substantially higher than it has been, both to elect more Arab Knesset members—who would block Netanyahu’s rightists—and to raise the electoral threshold, thus sinking marginal rightist parties.",HIT593,Worker593,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",29,"But the polls anticipate a decline in the Arab vote, putting one Arab party at risk of dropping below the Knesset threshold.",HIT594,Worker594,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",30,So Gantz would be trapped.,HIT595,Worker595,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",31,He’d need support from secular-left and Arab parties to get the Presidential mandate.,HIT596,Worker596,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",32,He’d then have forty-five days to form a government.,HIT597,Worker597,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",33,"But, to form a government only with Zionists, he’d need not only Labor and Meretz but also some combination of rightist parties, including some of the ultra-Orthodox and rightist zealots whom he’s been running against.",HIT598,Worker598,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",34,"According to Haaretz, Gantz has hinted which of those parties he’d court.",HIT599,Worker599,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",35,"He’s reportedly planning to approach United Torah Judaism, a veteran Haredi party that is traditionally hostile to secular Zionism, but never mind; the Haredim have schools and rabbinic sinecures to protect, and would therefore, at least notionally, be willing to join any government.",HIT600,Worker600,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",36,Gantz is also courting two small parties that grew out of the Likud.,HIT601,Worker601,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",37,"First, there is the populist Kulanu (“All Together”), which appeals primarily to Mizrahi Jews, of Middle Eastern descent, who do not see returning to an older Israel, run by descendants of European pioneers, as a plus; Kulanu’s leader, Moshe Kahlon, is currently the finance minister.",HIT602,Worker602,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",38,"Then there is Zehut (“Identity”), which espouses a strange mix of libertarian rhetoric—chiefly, in support of the legalization of weed—and a mystical religious attachment to the settlement movement and to the goal of building a Third Temple on the Temple Mount.",HIT603,Worker603,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",39,"Any of these parties might be willing to join a coalition in exchange for being awarded key ministries, which would likely upset promises made to the leftist parties.",HIT604,Worker604,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",40,Gantz seems to be counting on eating his Zionist cake while depending on those who would not have it.,HIT605,Worker605,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",41,"(One Arab party, Hadash-Taal, has already announced that it will support him.)",HIT606,Worker606,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",42,"If the rightist parties decide not to join him, he would have to form a minority government with Labor and Meretz, with the Arab members of Knesset provisionally voting with them from the back benches.",HIT607,Worker607,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",43,"(This was the arrangement that Yitzhak Rabin lived with during the Oslo process, before he was assassinated by a rightist zealot.)",HIT608,Worker608,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",44,"Gantz’s senior ally at the head of Blue and White, Yair Lapid, has dismissed this prospect out of hand.",HIT609,Worker609,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",45,"But the party may have no other choice, except to find some kind accommodation with the Likud, about which more presently.",HIT610,Worker610,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",46,Netanyahu wins outright—and saves himself.,HIT611,Worker611,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",47,Netanyahu is facing indictments.,HIT612,Worker612,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",48,The fact that his bloc is still in the lead is a tribute to his campaign—and to his desperation.,HIT613,Worker613,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",49,He seems to have grasped that swing voters have been looking not for sophisticated policy initiatives or democratic scruples but toughness.,HIT614,Worker614,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",50,"Opponents with a comparatively stronger military background, particularly Blue and White’s generals, could have been a problem; so Netanyahu’s campaign has used social media, aided by timely leaks, to warp Gantz’s record, depicting him as indecisive, weak, possibly compromised by a hacked phone—and, in any case, beholden to Arab voters.",HIT615,Worker615,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",51,"(An Israeli watchdog group has uncovered a network of hundreds of social-media accounts, many of them fake, used to smear Netanyahu’s opponents.)",HIT616,Worker616,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",52,"Netanyahu has meanwhile flaunted his personal relationships with Donald Trump, who, in effect, made a campaign video for him, and with Vladimir Putin; brought the new, autocratic Brazilian President, Jair Bolsonaro, to Jerusalem; announced Trump’s recognition of Israel’s Golan Heights annexation; and called up reserves, ostensibly to attack on the Gaza front, while suggesting a behind-the-scenes deal with Hamas.",HIT617,Worker617,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",53,He’s projecting indispensability.,HIT618,Worker618,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",54,"Ideally, from his perspective, he would have a five- or six-seat cushion in the Knesset, so that none of the smaller parties could threaten to bring him down or extort too much from coalition negotiations.",HIT619,Worker619,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",55,"Netanyahu would have another incentive, however, to coddle the most extremist of those parties, who, in turn, could play on his legal problems to gain access to power.",HIT620,Worker620,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",56,"His hearings are scheduled for July and, if he is not cleared, which seems likely, he will be forced to stand trial; according to precedent and Supreme Court rulings, ministers who are indicted must resign.",HIT621,Worker621,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",57,Netanyahu’s way around this is to form a coalition that will urgently pass two laws.,HIT622,Worker622,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",58,"The first, already pending in various versions, would give the Knesset the right to overturn, by a simple majority, any Supreme Court decision that strikes down an existing law as unconstitutional; the second would make it illegal to indict a sitting Prime Minister, as opposed to an ordinary minister.",HIT623,Worker623,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",59,"In effect, Netanyahu would be putting himself above the law.",HIT624,Worker624,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",60,"Only the various ultra-nationalist and Kahanist parties have signalled that they would go along with this plan; Netanyahu is their ticket into the government, and they already regard the Supreme Court as their nemesis.",HIT625,Worker625,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",61,"Pandering to their voters, Netanyahu promised on Saturday that his next government would apply Israeli law to virtually all West Bank settlements—in effect, annexing large swaths of Palestinian territory.",HIT626,Worker626,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",62,"Arguably, this is his most audacious move so far.",HIT627,Worker627,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",63,"The promise may unsettle some wavering voters, and, ironically, if it draws more rightist voters to the Likud, Netanyahu may gain his plurality at the cost of a smaller rightist party’s failure to pass the threshold, thus weakening or even endangering his bloc’s majority.",HIT628,Worker628,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",64,Netanyahu wins narrowly—and faces a Likud revolt.,HIT629,Worker629,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",65,"If Netanyahu’s bloc does win only a bare majority, his ability to form a government won’t be much better than Gantz’s.",HIT630,Worker630,1
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",66,"Smaller, extremist parties would have the leverage to demand being put in charge of key ministries.",HIT631,Worker631,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",67,"They could also preëmpt any consideration of the Trump peace plan, which is expected to make some gestures toward eventual Palestinian sovereignty, however reduced in scope.",HIT632,Worker632,0
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",68,"In either case, senior Likud leaders—for example, Gideon Sa’ar, the former education minister who has tangled with Netanyahu in the past—would not be pleased with the idea of ceding power to the smaller parties.",HIT633,Worker633,0
