HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_1,Input.paragraph_2,Input.paragraph_3,Input.article,Input.passage,Answer.deletion_mask_1,Answer.deletion_mask_2,Answer.deletion_mask_3,Approve,Reject
379OL9DBSS2H3GEADI2PGSWMLEVY9K,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3SITXWYCNWXEEO1RW80KC4GS3KJXB7,A2J15HW4AA2UEZ,Approved,Sat May 04 21:39:50 PDT 2019,Sat May 04 21:40:32 PDT 2019,Sat May 04 22:40:32 PDT 2019,,,,42,100% (82/82),100% (82/82),100% (82/82),"The collaborationwhich deepened over three phasesis an epic with twists, tragedies, and, ultimately, betrayal at an enormous cost to Americas allies in Syria.#$Eleven thousand Kurdish fighters have died since 2014.#$The Americans have lost eight.#$","The crisis on Mount Sinjar eased after Kurdish fightersincluding Mazloums militiacreated an escape route for the Yazidis into Syria.#$Pentagon officials took note.#$The United States had struggled to identify or create a credible rebel force in Syria.#$Mazloum had a standing militia that proved it could fight, even with only vintage weapons.#$Between 2011 and 2013, without foreign support, it had pushed Syrian government forces out of northern Kurdish towns during the Arab Spring and fought off an Al Qaeda franchise that moved on Kurdish turf.#$A senior U.S. military official looked for an introduction.#$The United States was not the only country interested in the Kurdish general, U.S. officials told me.#$On the morning of August 18th, Mazloum met Qassem Suleimani, the head of Irans Quds Force, the most elite unit in the Revolutionary Guard.#$The Iranians had rushed infaster than the Americans didto help the Iraqis hold off the ISIS juggernaut.#$Hours after meeting the Iranian commander, Mazloum rendezvoused with the American official in Suleimaniya, a Kurdish city in northern Iraq.#$","Mazloum came with complications, however.#$His original militia was the Peoples Protection Units, or Y.P.G.#$; it was Kurdish.#$Its political arm sought autonomy in Syria.#$Many of its members, including Mazloum, had trained with a militant Turkish movementthe Kurdistan Workers Party, or P.K.K.which was waging an insurgency to win autonomy in Turkey.#$The P.K.K.#$was on the U.S. and Turkish lists of terrorist organizations.#$Its leader, Abdullah Ocalan, had lived in the Kurdish region of Syria for two decades before he was imprisoned, in 1999, in Turkey.#$Ocalan was a personal friend of Mazloums; they were once photographed swimming together in the Euphrates River.#$For a period of time, I served in P.K.K.#$ranks, Mazloum told me.#$Ocalan was working here, and the people here had loyalty to him.#$But the Y.P.G.#$is not a terrorist organization.#$Always the Turks like to paint everything in Syria like its the P.K.K., but this is not true. Yet Mazloum has relatives who are still with the P.K.K.#$Huge posters of Ocalan adorned every Y.P.G.#$and S.D.F.#$base I visited.#$",5,3,10,100,1001100000000,,
379OL9DBSS2H3GEADI2PGSWMLEVY9K,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3Z7ISHFUH1JKHL3ZUE4VIN623H68ZW,AIN7LSGBTD8HF,Approved,Sun May 05 10:24:34 PDT 2019,Sun May 05 10:25:47 PDT 2019,Sun May 05 11:25:47 PDT 2019,,,,73,100% (80/80),100% (80/80),100% (80/80),"The collaborationwhich deepened over three phasesis an epic with twists, tragedies, and, ultimately, betrayal at an enormous cost to Americas allies in Syria.#$Eleven thousand Kurdish fighters have died since 2014.#$The Americans have lost eight.#$","The crisis on Mount Sinjar eased after Kurdish fightersincluding Mazloums militiacreated an escape route for the Yazidis into Syria.#$Pentagon officials took note.#$The United States had struggled to identify or create a credible rebel force in Syria.#$Mazloum had a standing militia that proved it could fight, even with only vintage weapons.#$Between 2011 and 2013, without foreign support, it had pushed Syrian government forces out of northern Kurdish towns during the Arab Spring and fought off an Al Qaeda franchise that moved on Kurdish turf.#$A senior U.S. military official looked for an introduction.#$The United States was not the only country interested in the Kurdish general, U.S. officials told me.#$On the morning of August 18th, Mazloum met Qassem Suleimani, the head of Irans Quds Force, the most elite unit in the Revolutionary Guard.#$The Iranians had rushed infaster than the Americans didto help the Iraqis hold off the ISIS juggernaut.#$Hours after meeting the Iranian commander, Mazloum rendezvoused with the American official in Suleimaniya, a Kurdish city in northern Iraq.#$","Mazloum came with complications, however.#$His original militia was the Peoples Protection Units, or Y.P.G.#$; it was Kurdish.#$Its political arm sought autonomy in Syria.#$Many of its members, including Mazloum, had trained with a militant Turkish movementthe Kurdistan Workers Party, or P.K.K.which was waging an insurgency to win autonomy in Turkey.#$The P.K.K.#$was on the U.S. and Turkish lists of terrorist organizations.#$Its leader, Abdullah Ocalan, had lived in the Kurdish region of Syria for two decades before he was imprisoned, in 1999, in Turkey.#$Ocalan was a personal friend of Mazloums; they were once photographed swimming together in the Euphrates River.#$For a period of time, I served in P.K.K.#$ranks, Mazloum told me.#$Ocalan was working here, and the people here had loyalty to him.#$But the Y.P.G.#$is not a terrorist organization.#$Always the Turks like to paint everything in Syria like its the P.K.K., but this is not true. Yet Mazloum has relatives who are still with the P.K.K.#$Huge posters of Ocalan adorned every Y.P.G.#$and S.D.F.#$base I visited.#$",5,3,1100,1000000,100011100000010000,,
3S8A4GJRD3RDH3H7A0CTPJ1QDWLV6X,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3GM6G9ZBKOL3GYW4INPW1H6G2NLTMV,A2PYZDFLMB8RN6,Approved,Sat May 04 19:44:59 PDT 2019,Sat May 04 19:45:08 PDT 2019,Sat May 04 20:45:08 PDT 2019,,,,9,100% (58/58),100% (58/58),100% (58/58),"The American overture to Mazloum had both conditions and limits, senior U.S. officials told me.#$The U.S.-backed coalition could provide strategic advice but no major arms, because of the Y.P.G.s history.#$If the Kurds took territory from ISIS, they had to include other ethnic or religious groups, notably Arabs and Christians, in setting up governance and security.#$The Kurdish militia had to accept that its region would remain part of Syriaand not try to break away into an independent Kurdish state.#$And they had to vow not to attack Turkish interests.#$If any of those terms were violated, the U.S. would walk away.#$Mazloum opted for an alliance with the Americans.#$At the time, ISIS was getting stronger every day, he told me.#$We were at capacity just stemming the tide and protecting our area.#$The United States intervening in this fight changed the balance of power between us and ISIS.#$","The makeshift alliance was tested a few weeks later, when ISIS invaded Kobani, a strategic town built as a whistle stop on the Berlin-Baghdad railway.#$Kobani is Mazloums home town.#$He incorporated it into the nom de guerre by which he is known.#$(His real name is Ferhat Abdi Sahin.)#$ISIS seized sixty per cent of the city, forcing most of its forty thousand residents to flee across the border to Turkey.#$In October, 2014, I watched from a nearby hill in Turkey as ISIS pounded Kobani with thundering artillery.#$ISISs black-and-white flag billowed on the horizon.#$","Kobani proved to be a turning point for Washington.#$The Obama Administration expanded its intervention, from Iraq into Syria, with air strikes on ISIS forces in Kobani.#$Among the targets was Mazloums home.#$ISIS had seized it as an operations center.#$Mazloum approved the U.S. decision to destroy it, a senior U.S. official told me.#$The marriage of American air power and a tough local militia on the grounddubbed the hammer and anvil strategysucceeded.#$After a gruelling five-month battle, ISIS experienced its first defeat.#$In January, 2015, Mazloums militia hoisted its yellow banner atop Kobanis highest hill; fighters, both male and female, danced by firelight amid the citys bombed-out ruins.#$Kobani, where more than thirteen hundred Kurds perished, still ranks as the longest, deadliest, and most vicious battle with the Islamic State.#$It later became a base used by U.S. Special Forces and a small team of U.S. diplomats.#$",5,4,10000000000,10000000,1000001000,,
3S8A4GJRD3RDH3H7A0CTPJ1QDWLV6X,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3M68NM076IVOBGYKRIDKC68CO44R65,A1P06VR3V0T998,Approved,Sun May 05 07:49:07 PDT 2019,Sun May 05 07:51:13 PDT 2019,Sun May 05 08:51:13 PDT 2019,,,,126,100% (10/10),100% (10/10),100% (10/10),"The American overture to Mazloum had both conditions and limits, senior U.S. officials told me.#$The U.S.-backed coalition could provide strategic advice but no major arms, because of the Y.P.G.s history.#$If the Kurds took territory from ISIS, they had to include other ethnic or religious groups, notably Arabs and Christians, in setting up governance and security.#$The Kurdish militia had to accept that its region would remain part of Syriaand not try to break away into an independent Kurdish state.#$And they had to vow not to attack Turkish interests.#$If any of those terms were violated, the U.S. would walk away.#$Mazloum opted for an alliance with the Americans.#$At the time, ISIS was getting stronger every day, he told me.#$We were at capacity just stemming the tide and protecting our area.#$The United States intervening in this fight changed the balance of power between us and ISIS.#$","The makeshift alliance was tested a few weeks later, when ISIS invaded Kobani, a strategic town built as a whistle stop on the Berlin-Baghdad railway.#$Kobani is Mazloums home town.#$He incorporated it into the nom de guerre by which he is known.#$(His real name is Ferhat Abdi Sahin.)#$ISIS seized sixty per cent of the city, forcing most of its forty thousand residents to flee across the border to Turkey.#$In October, 2014, I watched from a nearby hill in Turkey as ISIS pounded Kobani with thundering artillery.#$ISISs black-and-white flag billowed on the horizon.#$","Kobani proved to be a turning point for Washington.#$The Obama Administration expanded its intervention, from Iraq into Syria, with air strikes on ISIS forces in Kobani.#$Among the targets was Mazloums home.#$ISIS had seized it as an operations center.#$Mazloum approved the U.S. decision to destroy it, a senior U.S. official told me.#$The marriage of American air power and a tough local militia on the grounddubbed the hammer and anvil strategysucceeded.#$After a gruelling five-month battle, ISIS experienced its first defeat.#$In January, 2015, Mazloums militia hoisted its yellow banner atop Kobanis highest hill; fighters, both male and female, danced by firelight amid the citys bombed-out ruins.#$Kobani, where more than thirteen hundred Kurds perished, still ranks as the longest, deadliest, and most vicious battle with the Islamic State.#$It later became a base used by U.S. Special Forces and a small team of U.S. diplomats.#$",5,4,,10000000,110,,
3S8A4GJRD3RDH3H7A0CTPJ1QDWLV6X,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3PZDLQMM0U9WNDQ0MJBMXYSE8WJ2C9,A2J15HW4AA2UEZ,Approved,Sat May 04 21:40:33 PDT 2019,Sat May 04 21:42:24 PDT 2019,Sat May 04 22:42:24 PDT 2019,,,,111,100% (82/82),100% (82/82),100% (82/82),"The American overture to Mazloum had both conditions and limits, senior U.S. officials told me.#$The U.S.-backed coalition could provide strategic advice but no major arms, because of the Y.P.G.s history.#$If the Kurds took territory from ISIS, they had to include other ethnic or religious groups, notably Arabs and Christians, in setting up governance and security.#$The Kurdish militia had to accept that its region would remain part of Syriaand not try to break away into an independent Kurdish state.#$And they had to vow not to attack Turkish interests.#$If any of those terms were violated, the U.S. would walk away.#$Mazloum opted for an alliance with the Americans.#$At the time, ISIS was getting stronger every day, he told me.#$We were at capacity just stemming the tide and protecting our area.#$The United States intervening in this fight changed the balance of power between us and ISIS.#$","The makeshift alliance was tested a few weeks later, when ISIS invaded Kobani, a strategic town built as a whistle stop on the Berlin-Baghdad railway.#$Kobani is Mazloums home town.#$He incorporated it into the nom de guerre by which he is known.#$(His real name is Ferhat Abdi Sahin.)#$ISIS seized sixty per cent of the city, forcing most of its forty thousand residents to flee across the border to Turkey.#$In October, 2014, I watched from a nearby hill in Turkey as ISIS pounded Kobani with thundering artillery.#$ISISs black-and-white flag billowed on the horizon.#$","Kobani proved to be a turning point for Washington.#$The Obama Administration expanded its intervention, from Iraq into Syria, with air strikes on ISIS forces in Kobani.#$Among the targets was Mazloums home.#$ISIS had seized it as an operations center.#$Mazloum approved the U.S. decision to destroy it, a senior U.S. official told me.#$The marriage of American air power and a tough local militia on the grounddubbed the hammer and anvil strategysucceeded.#$After a gruelling five-month battle, ISIS experienced its first defeat.#$In January, 2015, Mazloums militia hoisted its yellow banner atop Kobanis highest hill; fighters, both male and female, danced by firelight amid the citys bombed-out ruins.#$Kobani, where more than thirteen hundred Kurds perished, still ranks as the longest, deadliest, and most vicious battle with the Islamic State.#$It later became a base used by U.S. Special Forces and a small team of U.S. diplomats.#$",5,4,1100000,10000000,10001000,,
3S8A4GJRD3RDH3H7A0CTPJ1QDWLV6X,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3SEPORI8WONY09WERCO9EECXT4YAZS,AIN7LSGBTD8HF,Approved,Sun May 05 09:57:45 PDT 2019,Sun May 05 09:59:48 PDT 2019,Sun May 05 10:59:48 PDT 2019,,,,123,100% (80/80),100% (80/80),100% (80/80),"The American overture to Mazloum had both conditions and limits, senior U.S. officials told me.#$The U.S.-backed coalition could provide strategic advice but no major arms, because of the Y.P.G.s history.#$If the Kurds took territory from ISIS, they had to include other ethnic or religious groups, notably Arabs and Christians, in setting up governance and security.#$The Kurdish militia had to accept that its region would remain part of Syriaand not try to break away into an independent Kurdish state.#$And they had to vow not to attack Turkish interests.#$If any of those terms were violated, the U.S. would walk away.#$Mazloum opted for an alliance with the Americans.#$At the time, ISIS was getting stronger every day, he told me.#$We were at capacity just stemming the tide and protecting our area.#$The United States intervening in this fight changed the balance of power between us and ISIS.#$","The makeshift alliance was tested a few weeks later, when ISIS invaded Kobani, a strategic town built as a whistle stop on the Berlin-Baghdad railway.#$Kobani is Mazloums home town.#$He incorporated it into the nom de guerre by which he is known.#$(His real name is Ferhat Abdi Sahin.)#$ISIS seized sixty per cent of the city, forcing most of its forty thousand residents to flee across the border to Turkey.#$In October, 2014, I watched from a nearby hill in Turkey as ISIS pounded Kobani with thundering artillery.#$ISISs black-and-white flag billowed on the horizon.#$","Kobani proved to be a turning point for Washington.#$The Obama Administration expanded its intervention, from Iraq into Syria, with air strikes on ISIS forces in Kobani.#$Among the targets was Mazloums home.#$ISIS had seized it as an operations center.#$Mazloum approved the U.S. decision to destroy it, a senior U.S. official told me.#$The marriage of American air power and a tough local militia on the grounddubbed the hammer and anvil strategysucceeded.#$After a gruelling five-month battle, ISIS experienced its first defeat.#$In January, 2015, Mazloums militia hoisted its yellow banner atop Kobanis highest hill; fighters, both male and female, danced by firelight amid the citys bombed-out ruins.#$Kobani, where more than thirteen hundred Kurds perished, still ranks as the longest, deadliest, and most vicious battle with the Islamic State.#$It later became a base used by U.S. Special Forces and a small team of U.S. diplomats.#$",5,4,11001001000,10010010,1010,,
3G4VVJO6PZ47BY50QSXVTAHQS34KP6,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,32SCWG5HIIS3Z3I5EQ9V7B8XNN5P62,AIN7LSGBTD8HF,Approved,Sun May 05 10:11:10 PDT 2019,Sun May 05 10:12:58 PDT 2019,Sun May 05 11:12:58 PDT 2019,,,,108,100% (80/80),100% (80/80),100% (80/80),"The partnership deepened in the second phase.#$In April, 2015, the U.S. approached Mazloum about leading the war against ISIS beyond Syrias Kurdish regions.#$The Obama Administration was on the verge of abandoning a separate Pentagon program to train fifteen thousand Syrians in Turkey and Jordan.#$Five hundred million dollars had been allocated for the program; ultimately, fifty million dollars were spent, and it produced only a handful of trained soldiers.#$I wasnt happy with the early efforts, Secretary of Defense Ash Carter admitted at a news conference in Washington at the time.#$So we have devised a number of different approaches. They relied heavily on Mazloums militia.#$","In a grinding campaign that often involved house-to-house fighting and claimed the lives of thousands of S.D.F.#$members, the group slowly seized territoryTal Abyad, al-Hawl, the Tishreen Dam, al-Shaddadi, and Manbijthat cut off land routes for foreign fighters and supplies coming through Turkey.#$Thousands of U.S. and coalition air strikes demolished ISIS offices, barracks, convoys, checkpoints, and arms depots.#$They picked off ISIS leaders, including Abu Muhammad al-Adnani, the social-media mastermind of ISIS, and Jihadi John, the executioner with a British accent who beheaded, on video, the Americans journalists James Foley and Steven Sotloff, three Western aid workers, and two Japanese reporters.#$The Obama Administration also quietly deployed hundreds of additional U.S. Special Forces to Syria.#$Mazloum, who had kept a low profile after multiple assassination attempts against him, began hosting top Pentagon brass and congressional delegations, including Senators John McCain and Lindsey Graham, who travelled to liberated corners of Syria.#$","As S.D.F.#$capabilities expanded, the U.S. asked Mazloum to take on the biggest challenge yet: liberating Raqqa, the ISIS capital, a city with a quarter of a million residents.#$Implicit in the U.S. request was an awareness that the fighting was likely to be long, intense, and costly in human life.#$A senior U.S. official who worked with Mazloum remembered the conversation.#$Whatever we laid out to him, what we wanted the campaign to be, he looked at me and said, I trust your judgment.#$We would probably, for other reasons, do this a little bit differently.#$I understand your logic, and I agree.  Mazloum noted, however, that he would need more sophisticated arms for urban warfare.#$This time, he said, the Kurdish Y.P.G.#$fighters in the S.D.F.#$would have to receive U.S. arms, as well.#$",5,5,100100,101000,11000001000,,
3G4VVJO6PZ47BY50QSXVTAHQS34KP6,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3OS46CRSLGNG4NF102IUD3XF9816VT,A2J15HW4AA2UEZ,Approved,Sat May 04 21:37:58 PDT 2019,Sat May 04 21:38:36 PDT 2019,Sat May 04 22:38:36 PDT 2019,,,,38,100% (82/82),100% (82/82),100% (82/82),"The partnership deepened in the second phase.#$In April, 2015, the U.S. approached Mazloum about leading the war against ISIS beyond Syrias Kurdish regions.#$The Obama Administration was on the verge of abandoning a separate Pentagon program to train fifteen thousand Syrians in Turkey and Jordan.#$Five hundred million dollars had been allocated for the program; ultimately, fifty million dollars were spent, and it produced only a handful of trained soldiers.#$I wasnt happy with the early efforts, Secretary of Defense Ash Carter admitted at a news conference in Washington at the time.#$So we have devised a number of different approaches. They relied heavily on Mazloums militia.#$","In a grinding campaign that often involved house-to-house fighting and claimed the lives of thousands of S.D.F.#$members, the group slowly seized territoryTal Abyad, al-Hawl, the Tishreen Dam, al-Shaddadi, and Manbijthat cut off land routes for foreign fighters and supplies coming through Turkey.#$Thousands of U.S. and coalition air strikes demolished ISIS offices, barracks, convoys, checkpoints, and arms depots.#$They picked off ISIS leaders, including Abu Muhammad al-Adnani, the social-media mastermind of ISIS, and Jihadi John, the executioner with a British accent who beheaded, on video, the Americans journalists James Foley and Steven Sotloff, three Western aid workers, and two Japanese reporters.#$The Obama Administration also quietly deployed hundreds of additional U.S. Special Forces to Syria.#$Mazloum, who had kept a low profile after multiple assassination attempts against him, began hosting top Pentagon brass and congressional delegations, including Senators John McCain and Lindsey Graham, who travelled to liberated corners of Syria.#$","As S.D.F.#$capabilities expanded, the U.S. asked Mazloum to take on the biggest challenge yet: liberating Raqqa, the ISIS capital, a city with a quarter of a million residents.#$Implicit in the U.S. request was an awareness that the fighting was likely to be long, intense, and costly in human life.#$A senior U.S. official who worked with Mazloum remembered the conversation.#$Whatever we laid out to him, what we wanted the campaign to be, he looked at me and said, I trust your judgment.#$We would probably, for other reasons, do this a little bit differently.#$I understand your logic, and I agree.  Mazloum noted, however, that he would need more sophisticated arms for urban warfare.#$This time, he said, the Kurdish Y.P.G.#$fighters in the S.D.F.#$would have to receive U.S. arms, as well.#$",5,5,1000,1000000,1000000,,
3G4VVJO6PZ47BY50QSXVTAHQS34KP6,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,3X31TUMD7YAI1W2AGS47VY8WAZ51LT,A2PYZDFLMB8RN6,Approved,Sat May 04 19:44:28 PDT 2019,Sat May 04 19:44:37 PDT 2019,Sat May 04 20:44:37 PDT 2019,,,,9,100% (58/58),100% (58/58),100% (58/58),"The partnership deepened in the second phase.#$In April, 2015, the U.S. approached Mazloum about leading the war against ISIS beyond Syrias Kurdish regions.#$The Obama Administration was on the verge of abandoning a separate Pentagon program to train fifteen thousand Syrians in Turkey and Jordan.#$Five hundred million dollars had been allocated for the program; ultimately, fifty million dollars were spent, and it produced only a handful of trained soldiers.#$I wasnt happy with the early efforts, Secretary of Defense Ash Carter admitted at a news conference in Washington at the time.#$So we have devised a number of different approaches. They relied heavily on Mazloums militia.#$","In a grinding campaign that often involved house-to-house fighting and claimed the lives of thousands of S.D.F.#$members, the group slowly seized territoryTal Abyad, al-Hawl, the Tishreen Dam, al-Shaddadi, and Manbijthat cut off land routes for foreign fighters and supplies coming through Turkey.#$Thousands of U.S. and coalition air strikes demolished ISIS offices, barracks, convoys, checkpoints, and arms depots.#$They picked off ISIS leaders, including Abu Muhammad al-Adnani, the social-media mastermind of ISIS, and Jihadi John, the executioner with a British accent who beheaded, on video, the Americans journalists James Foley and Steven Sotloff, three Western aid workers, and two Japanese reporters.#$The Obama Administration also quietly deployed hundreds of additional U.S. Special Forces to Syria.#$Mazloum, who had kept a low profile after multiple assassination attempts against him, began hosting top Pentagon brass and congressional delegations, including Senators John McCain and Lindsey Graham, who travelled to liberated corners of Syria.#$","As S.D.F.#$capabilities expanded, the U.S. asked Mazloum to take on the biggest challenge yet: liberating Raqqa, the ISIS capital, a city with a quarter of a million residents.#$Implicit in the U.S. request was an awareness that the fighting was likely to be long, intense, and costly in human life.#$A senior U.S. official who worked with Mazloum remembered the conversation.#$Whatever we laid out to him, what we wanted the campaign to be, he looked at me and said, I trust your judgment.#$We would probably, for other reasons, do this a little bit differently.#$I understand your logic, and I agree.  Mazloum noted, however, that he would need more sophisticated arms for urban warfare.#$This time, he said, the Kurdish Y.P.G.#$fighters in the S.D.F.#$would have to receive U.S. arms, as well.#$",5,5,1000000,1010000,1000000000,,
3YLPJ8OXX81R65IORRKWG6EXXGO4XP,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,324G5B4FB4WJFMSQGFZXYO7LANB704,A2J15HW4AA2UEZ,Approved,Sat May 04 22:06:15 PDT 2019,Sat May 04 22:06:36 PDT 2019,Sat May 04 23:06:36 PDT 2019,,,,21,100% (82/82),100% (82/82),100% (82/82),"During the 2016 Presidential campaign, Donald Trump had repeatedly blasted the Obama Administration for not doing enough to defeat ISIS.#$He vowed to do moremuch more.#$I would bomb the shit out of them, he said at one rally.#$Id just bomb those suckers.#$Id blow up the pipes, Id blow up the refineries, Id blow up every single inchthere would be nothing left. In May, 2017, four months after taking office, Trump approved arms shipmentsmachine guns, mortars, anti-tank weapons, armored cars, and engineering equipmentto the Kurds.#$The battle for Raqqa accelerated in June.#$The S.D.F.#$seized the ISIS capital in October.#$More than six hundred and fifty S.D.F.#$fightersKurds, Arabs, Turkmen, and Syriac Christianswere killed in Raqqa.#$","The joint campaign faced sporadic challengesmenacing warnings from the Syrian government, the deployment of Russian mercenaries nearby, and constant criticism from Turkey.#$In November, 2017, President Recep Tayyip Erdogan called Trump, who was in Florida, preparing for a round of golf with Tiger Woods, to complain about U.S. arms flowing to Kurds in the S.D.F., which Erdogan considered a terrorist group.#$Surprising his aides, Trump promised to stop the shipments.#$Former U.S. officials familiar with the call told me that the President did not fully grasp the details, players, or regional politics of his own decision to arm the Kurdsor that it was the decision that enabled the Kurdish-led S.D.F.#$to liberate Raqqa.#$U.S. officials had to convince Trump that the weapons were essential because the war with ISIS was not over, a former Pentagon official told me The U.S. arms shipments to the Kurds continued.#$","The campaign against ISIS was nearly derailed again when Turkish-backed fighters invaded Afrin, one of three Kurdish cantons in northern Syria, in January, 2018.#$The offensive followed news that the U.S. planned to create a border force of several thousandhalf from the S.D.F.#$and half new recruitsto better secure the Syrian borders with Turkey and Iraq.#$Tens of thousands of foreign fighters had passed through Turkish territory to join the caliphate.#$The U.S.-backed border force was designed to deal with a problem that Erdogan had not addressed.#$Erdogan countered that the U.S. was creating a terror army and vowed to suffocate it.#$",5,6,110,10,10,,
3YLPJ8OXX81R65IORRKWG6EXXGO4XP,3ARIN4O78G5O4HZ15EMUOGHWX0HIFP,Summarize a passage,Select the most important sentences to create a summary of the given passage,"summary, summarize, text",$0.03 ,Sat May 04 18:24:51 PDT 2019,10,BatchId:3631114;OriginalHitTemplateId:928390828;,1800,3600,Mon May 06 18:24:51 PDT 2019,,,34X6J5FLPUM0NAYRYMI9GK3CEMQQJ9,A3SD2HI2RDFFZW,Approved,Sat May 04 19:32:10 PDT 2019,Sat May 04 19:35:54 PDT 2019,Sat May 04 20:35:54 PDT 2019,,,,224,100% (1/1),100% (1/1),100% (1/1),"During the 2016 Presidential campaign, Donald Trump had repeatedly blasted the Obama Administration for not doing enough to defeat ISIS.#$He vowed to do moremuch more.#$I would bomb the shit out of them, he said at one rally.#$Id just bomb those suckers.#$Id blow up the pipes, Id blow up the refineries, Id blow up every single inchthere would be nothing left. In May, 2017, four months after taking office, Trump approved arms shipmentsmachine guns, mortars, anti-tank weapons, armored cars, and engineering equipmentto the Kurds.#$The battle for Raqqa accelerated in June.#$The S.D.F.#$seized the ISIS capital in October.#$More than six hundred and fifty S.D.F.#$fightersKurds, Arabs, Turkmen, and Syriac Christianswere killed in Raqqa.#$","The joint campaign faced sporadic challengesmenacing warnings from the Syrian government, the deployment of Russian mercenaries nearby, and constant criticism from Turkey.#$In November, 2017, President Recep Tayyip Erdogan called Trump, who was in Florida, preparing for a round of golf with Tiger Woods, to complain about U.S. arms flowing to Kurds in the S.D.F., which Erdogan considered a terrorist group.#$Surprising his aides, Trump promised to stop the shipments.#$Former U.S. officials familiar with the call told me that the President did not fully grasp the details, players, or regional politics of his own decision to arm the Kurdsor that it was the decision that enabled the Kurdish-led S.D.F.#$to liberate Raqqa.#$U.S. officials had to convince Trump that the weapons were essential because the war with ISIS was not over, a former Pentagon official told me The U.S. arms shipments to the Kurds continued.#$","The campaign against ISIS was nearly derailed again when Turkish-backed fighters invaded Afrin, one of three Kurdish cantons in northern Syria, in January, 2018.#$The offensive followed news that the U.S. planned to create a border force of several thousandhalf from the S.D.F.#$and half new recruitsto better secure the Syrian borders with Turkey and Iraq.#$Tens of thousands of foreign fighters had passed through Turkish territory to join the caliphate.#$The U.S.-backed border force was designed to deal with a problem that Erdogan had not addressed.#$Erdogan countered that the U.S. was creating a terror army and vowed to suffocate it.#$",5,6,1010000000,0,10000,,
